#Nombre d'essais = 10000000, 																							
#Poids de l'erreur = 84, 																							
#Taille d'un bloc = 4801, 																							
#Poids de h = 45,																							
	0		1		2		3		4		5		6		7		8		9		TOT pondere	AVERAGE	TOT coef
41	0	1	0	1	0	1	0	1	0	1	4	1	0	1	0	1	0	1	0	1	4	4	1
42	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	3	1	3	3	1
43	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	3	1	3	1	6	3	2
44	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0
45	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0
46	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0
47	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0
48	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	3	2	6	3	2
49	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0
50	0	1	3	1	0	1	0	1	0	1	3	1	0	1	0	1	0	1	0	1	6	3	2
51	0	1	0	1	3	1	3	1	3	1	0	1	0	1	0	1	3	1	0	1	12	3	4
52	0	1	3.5	2	0	1	0	1	0	1	0	1	3	1	0	1	0	1	3	1	13	3.25	4
53	3	1	0	1	0	1	0	1	0	1	3	1	0	1	0	1	3	1	3	1	12	3	4
54	3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	3	3	1
55	0	1	0	1	0	1	0	1	0	1	0	1	3	1	0	1	3	1	0	1	6	3	2
56	0	1	4	1	0	1	0	1	3	1	3	1	0	1	3	2	3	1	4	1	23	3.2857142857	7
57	0	1	0	1	3	1	0	1	3	3	3	1	3	1	3	1	3	1	3	1	27	3	9
58	3	1	0	1	3	1	3	2	3	1	0	1	3	1	3	1	3	1	3	1	27	3	9
59	3	1	3	1	3	2	0	1	3	1	0	1	0	1	0	1	0	1	0	1	15	3	5
60	0	1	3	2	3	1	3	2	3	1	3	2	0	1	3	1	0	1	3	3	36	3	12
61	4	1	3	2	3	3	3	1	0	1	0	1	3	1	3	1	3	4	3	3	49	3.0625	16
62	3	1	3	5	3	1	3	3	3	4	0	1	3	1	3	3	3	1	3	1	60	3	20
63	3	1	3.5	2	0	1	0	1	3	1	3	3	3	1	3	1	0	1	3	1	31	3.1	10
64	3	1	3	1	3	2	3	1	3	3	3	2	3	1	3	3	3	2	3	3	57	3	19
65	3	3	0	1	3	1	3	1	3.2	5	3	2	3	5	3	4	3	3	3.333333	3	82.999999	3.074074037	27
66	3	3	3	2	3	2	3	4	3.25	4	3	5	3	4	0	1	3	4	3	5	100	3.0303030303	33
67	4	1	3	3	3	3	3.333333	3	3	3	3	2	3	7	3.333333	3	3	2	3	2	89.999998	3.1034482069	29
68	3	1	3	5	3	4	3	4	3	4	3	3	3	3	3	2	3	8	3.333333	3	111.999999	3.027027	37
69	3.142857	7	3	2	3	3	3	6	4	1	3	6	3	7	3	9	3	5	3	2	145.999999	3.0416666458	48
70	3	3	3	4	3	6	3	4	3	4	3.4	10	3.285714	7	3	5	3.2	5	3	4	162.999998	3.1346153462	52
71	3	4	3	3	3	5	3	2	3	6	3	1	3	7	3.142857	7	3	7	3.125	8	151.999999	3.03999998	50
72	3	4	3.333333	6	3	2	3	6	3.142857	7	2.875	8	3.111111	9	3	8	3	7	3	2	179.999996	3.0508473898	59
73	3.1	10	3.166667	6	3	5	3	9	3.142857	7	3	6	3	7	3	4	3	7	3.125	8	211.000001	3.057971029	69
74	3	9	3	10	3.2	10	3.111111	9	3.2	10	3	11	3	10	3	9	3	11	3	9	298.999999	3.051020398	98
75	3	9	3.066667	15	3.142857	7	3.071429	14	3	12	3.1	10	3	9	3	10	3.071429	14	3	10	335.000016	3.0454546909	110
76	3	8	3.1	20	3.142857	14	3.055556	18	3.25	12	3.117647	17	3	19	3	12	3.083333	12	3.058824	17	459.000009	3.0805369732	149
77	3	11	3	19	3	14	3	18	3.071429	14	3	12	3.071429	14	3	13	3	10	3.058824	17	429.00002	3.0211269014	142
78	3	14	3	12	3.133333	15	3.083333	12	3.142857	14	3	13	3	19	3	15	3	9	3.133333	15	420.999984	3.0507245217	138
79	3.0625	16	3	13	3.052632	19	3.055556	18	3.066667	15	3	19	3.153846	13	3.045455	22	3	15	2.9375	16	504.000029	3.036144753	166
80	3	21	3.034483	29	3.166667	12	3.045455	22	3.043478	23	3.095238	21	3.052632	19	3.05	20	3	17	3.136364	22	630.000029	3.058252568	206
81	3	34	3.088235	34	3.076923	26	3	15	3	17	3.071429	28	3.029412	34	3.085714	35	3.086957	23	3.037037	27	833.000008	3.0512820806	273
82	3.047619	21	3.032258	31	3.083333	24	3.0625	16	3.129032	31	3.076923	26	3.16	25	3.029412	34	3.035714	28	3.076923	26	804.999977	3.0725189962	262
83	3	35	3	28	3.030303	33	3.030303	33	3.076923	39	3	37	3.125	32	3.03125	32	3	49	3.037037	27	1045.999994	3.0318840406	345
84	3.058824	34	3	50	3.027778	36	3.138889	36	3.105263	38	3.058824	34	3.057143	35	3.027778	36	3.025641	39	3.027027	37	1144.000049	3.0506667973	375
85	3.02381	42	3.104167	48	3.045455	44	3	29	3.085714	35	3.02381	42	3.043478	46	3.166667	36	3.025641	39	3.102564	39	1225.000061	3.0625001525	400
86	3.093023	43	3.102041	49	3	51	3.051282	39	3.086957	46	3.020833	48	3.022222	45	3.06383	47	3	44	3.05	40	1378.000002	3.0486725708	452
87	3.086207	58	3.02	50	3.095238	42	3.018519	54	3.055556	36	3.076923	52	3.040816	49	3.043478	46	3.12	50	3.058824	51	1494.000036	3.0614754836	488
88	3.050847	59	3	51	3.023256	43	3.04918	61	3.098361	61	3.041667	48	3.037037	54	3.08	50	3.051724	58	3.12	50	1634.999988	3.0560747439	535
89	3.067797	59	3.045455	66	3.0625	64	3.028571	70	3.074627	67	3.030303	66	3	55	3.071429	56	3.044776	67	3.016949	59	1915.000037	3.0445151622	629
90	3.053571	56	3.051282	78	3.049383	81	3.030303	66	3.071429	70	3.013333	75	3.101449	69	3.065789	76	3.027778	72	3.028986	69	2170.999993	3.0491572935	712
91	3.037037	81	3.075	80	3.035294	85	3.02381	84	3.102273	88	3.094595	74	2.986486	74	3.095238	84	3	76	3.055556	90	2490.000077	3.0514706826	816
92	3.07767	103	3.088235	68	3.034483	87	3.013333	75	3.043956	91	3.041667	96	3.067568	74	3.067568	74	3.083333	84	3.060345	116	2654.00007	3.0576037673	868
93	3.051282	117	3.049587	121	3.022472	89	3.037383	107	3.04902	102	3.03125	96	3.010753	93	3.066667	105	3.021277	94	3.061224	98	3108.000104	3.0410959922	1022
94	3.079646	113	3.028846	104	3.027027	111	3.032258	124	3.050847	118	3.018018	111	3.084211	95	3.051724	116	3.068376	117	3.056	125	3457.999936	3.0493826596	1134
95	3.053846	130	3.058824	136	3.045455	132	3.048077	104	3.033333	120	3.033333	120	3.080292	137	3.077519	129	3.070312	128	3.040984	122	3842.999971	3.0548489436	1258
96	3.036765	136	3.071942	139	3.039683	126	3.067164	134	3.037313	134	3.105263	114	3.064286	140	3.046875	128	3.073826	149	3.104575	153	4147.000025	3.0650406689	1353
97	3.03871	155	3.037634	186	3.079755	163	3.092857	140	3.036364	165	3.050633	158	3.048485	165	3.028571	175	3.048276	145	3.053691	149	4884.000022	3.0505933929	1601
98	3.030488	164	3.04908	163	3.067485	163	3.084507	213	3.066667	150	3.052632	190	3.06875	160	3.048913	184	3.041176	170	3.060606	165	5265.00015	3.0574913763	1722
99	3.036364	165	3.047619	189	3.059783	184	3.029557	203	3.03352	179	3.068421	190	3.069652	201	3.067708	192	3.060109	183	3.064516	186	5717.000175	3.0539530849	1872
100	3.058296	223	3.035176	199	3.049505	202	3.081197	234	3.057269	227	3.0553	217	3.031963	219	3.048458	227	3.038298	235	3.058824	221	6726.0003	3.051724274	2204
101	3.055118	254	3.075697	251	3.049774	221	3.047619	252	3.044248	226	3.040816	245	3.054852	237	3.062222	225	3.042373	236	3.063241	253	7328.999804	3.0537499183	2400
102	3.053333	225	3.055777	251	3.032727	275	3.062745	255	3.069672	244	3.034749	259	3.085821	268	3.034364	291	3.041985	262	3.044521	292	7999.999965	3.0511060126	2622
103	3.060071	283	3.056738	282	3.042553	282	3.060932	279	3.053628	317	3.032374	278	3.061818	275	3.057239	297	3.041958	286	3.044355	248	8626.000192	3.0512911892	2827
104	3.042071	309	3.073579	299	3.044025	318	3.055195	308	3.059211	304	3.039514	329	3.078078	333	3.031977	344	3.045732	328	3.04717	318	9734.000538	3.051410827	3190
105	3.053521	355	3.054054	333	3.036585	328	3.071839	348	3.048159	353	3.048433	351	3.043988	341	3.030726	358	3.069705	373	3.059524	336	10607.999744	3.0517835857	3476
106	3.032787	366	3.047368	380	3.047887	355	3.046961	362	3.05698	351	3.046243	346	3.054201	369	3.024658	365	3.038071	394	3.044156	385	11180.00008	3.0438334005	3673
107	3.047009	468	3.067146	417	3.072464	414	3.048193	415	3.060748	428	3.081081	407	3.054245	424	3.064665	433	3.044554	404	3.032911	395	12855.999882	3.0573126949	4205
108	3.062645	431	3.047404	443	3.049217	447	3.052521	476	3.045455	462	3.060291	481	3.040359	446	3.046563	451	3.052632	456	3.059081	457	13885.000379	3.0516484349	4550
109	3.055328	488	3.052104	499	3.058116	499	3.054688	512	3.066	500	3.047904	501	3.050813	492	3.041916	501	3.047009	468	3.042596	493	15114.999956	3.0516858381	4953
110	3.045	600	3.048474	557	3.061082	573	3.053191	564	3.055749	574	3.045455	550	3.052158	556	3.05618	534	3.059041	542	3.027778	576	17161.000222	3.050302208	5626
111	3.043783	571	3.052632	589	3.047101	552	3.042071	618	3.059859	568	3.0347	634	3.042969	512	3.048062	645	3.058925	577	3.0625	592	17861.999526	3.0491634561	5858
112	3.050243	617	3.040984	610	3.039074	691	3.049307	649	3.035768	671	3.035494	648	3.057927	656	3.057751	658	3.043277	647	3.029412	646	19764.001629	3.0438936746	6493
113	3.032544	676	3.047809	753	3.051873	694	3.063142	681	3.040673	713	3.060519	694	3.037139	727	3.052632	722	3.046444	689	3.053237	695	21473.999508	3.0485518893	7044
114	3.040872	734	3.054688	768	3.045685	788	3.034993	743	3.033163	784	3.049934	761	3.053097	791	3.050066	759	3.049451	728	3.045455	792	23294.000086	3.0457636096	7648
115	3.052257	842	3.053269	826	3.060284	846	3.050932	805	3.045455	880	3.054726	804	3.057387	819	3.048721	821	3.056122	784	3.054907	856	25291.00115	3.0533624472	8283
116	3.048335	931	3.047774	921	3.050439	912	3.03388	915	3.053763	930	3.04638	884	3.062363	914	3.040217	920	3.046964	873	3.048369	889	27701.998852	3.0478599243	9089
117	3.055381	957	3.054348	1012	3.035015	971	3.044852	981	3.049847	983	3.052361	974	3.047219	953	3.051546	970	3.039488	937	3.056323	941	29507.997911	3.048661836	9679
118	3.040338	1066	3.042533	1058	3.04025	1118	3.047977	1063	3.051793	1004	3.049904	1042	3.051936	1059	3.051758	1024	3.061388	1124	3.064	1125	32585.999941	3.0502667735	10683
119	3.04833	1138	3.047619	1134	3.049628	1209	3.045217	1150	3.05589	1163	3.034367	1193	3.057068	1139	3.040529	1209	3.048544	1133	3.045987	1109	35277.999137	3.0472487809	11577
120	3.044046	1226	3.046368	1294	3.041565	1227	3.030483	1181	3.052042	1249	3.059984	1217	3.053245	1202	3.047138	1188	3.065079	1260	3.046975	1256	37500.002826	3.0487807176	12300
121	3.056589	1290	3.044412	1351	3.056452	1364	3.043091	1346	3.040089	1347	3.056518	1327	3.053476	1309	3.05119	1387	3.050222	1354	3.040906	1369	40994.002221	3.0492414624	13444
122	3.053999	1463	3.049626	1471	3.048252	1430	3.051617	1453	3.041436	1448	3.043359	1453	3.044997	1489	3.045183	1505	3.054814	1423	3.048057	1415	44350.002124	3.0481101116	14550
123	3.05239	1527	3.054713	1517	3.048376	1509	3.058094	1532	3.044814	1562	3.045665	1511	3.04918	1586	3.053986	1593	3.048155	1599	3.050393	1528	47173.997353	3.0505688925	15464
124	3.046948	1704	3.050918	1689	3.051181	1778	3.053726	1731	3.05043	1745	3.045618	1666	3.0578	1609	3.051099	1683	3.044554	1616	3.054335	1638	51430.999167	3.0506553869	16859
125	3.052803	1837	3.051054	1802	3.058333	1800	3.042431	1909	3.049207	1829	3.055342	1825	3.050586	1878	3.048491	1856	3.050057	1758	3.049917	1803	55819.997712	3.0507732258	18297
126	3.046154	1950	3.040907	2029	3.046997	1915	3.049869	1905	3.046225	1947	3.053514	1850	3.055046	1962	3.056952	1949	3.056889	1916	3.04918	2013	59281.999642	3.0501131736	19436
127	3.063017	2174	3.055977	2108	3.053085	2091	3.049789	2129	3.057389	2091	3.049389	2126	3.055802	2025	3.051862	2121	3.04878	2091	3.05161	2112	64334.999055	3.0536832663	21068
128	3.048176	2221	3.048963	2267	3.052225	2202	3.049934	2263	3.045788	2184	3.050532	2256	3.051551	2289	3.055755	2224	3.045017	2288	3.062743	2311	68664.996621	3.0510996055	22505
129	3.061142	2486	3.054889	2332	3.041978	2406	3.053976	2427	3.051163	2365	3.04948	2405	3.051368	2375	3.050638	2350	3.041904	2458	3.050064	2337	73035.996775	3.0506660864	23941
130	3.048752	2564	3.035285	2664	3.048161	2637	3.044636	2554	3.050078	2556	3.046819	2499	3.050671	2684	3.053462	2600	3.050161	2492	3.047638	2561	78660.004612	3.0475380501	25811
131	3.047329	2789	3.047204	2754	3.051601	2810	3.045939	2721	3.050074	2716	3.046401	2737	3.044607	2735	3.049272	2679	3.049186	2765	3.045648	2826	83910.000118	3.0477262864	27532
132	3.048232	3110	3.048276	2900	3.047554	2944	3.051604	2868	3.043956	2912	3.056059	2979	3.045393	2974	3.049849	2989	3.053819	2880	3.055649	2983	90094.997931	3.0500354762	29539
133	3.049953	3203	3.048028	3144	3.053198	3158	3.051563	3103	3.045299	3223	3.044009	3113	3.049568	3127	3.047853	3260	3.044185	3078	3.047574	3174	96268.99868	3.0481271152	31583
134	3.045797	3319	3.041491	3326	3.056665	3406	3.050264	3223	3.054046	3275	3.047187	3306	3.049619	3285	3.04991	3326	3.049795	3414	3.048309	3312	101213.000656	3.0493191328	33192
135	3.04627	3566	3.05119	3614	3.04775	3623	3.051371	3465	3.04294	3633	3.047052	3613	3.050199	3526	3.04644	3553	3.050137	3650	3.053848	3547	109113.000041	3.0487007555	35790
136	3.044278	3862	3.047532	3829	3.04862	3805	3.052036	3709	3.040806	3774	3.045562	3819	3.047018	3722	3.050723	3805	3.051544	3725	3.047581	3783	115298.007744	3.0475512844	37833
137	3.054895	3953	3.047631	4073	3.048462	4065	3.049389	4090	3.046628	3989	3.045274	4020	3.051418	4162	3.052606	4182	3.049642	4049	3.052275	4132	124174.001376	3.0498342472	40715
138	3.046132	4292	3.050474	4220	3.046959	4259	3.050186	4304	3.052572	4394	3.04681	4294	3.048457	4375	3.049301	4219	3.056007	4303	3.055251	4380	131281.999052	3.05023232	43040
139	3.044205	4547	3.048904	4744	3.052357	4603	3.049711	4667	3.048232	4582	3.050305	4592	3.043941	4506	3.049509	4585	3.048271	4599	3.047835	4620	140360.993743	3.0483438754	46045
140	3.048341	4882	3.055715	4864	3.046944	4729	3.042176	5074	3.048735	4781	3.050183	4922	3.051261	4916	3.049163	4841	3.050876	4796	3.04757	4835	148306.999888	3.0490748332	48640
141	3.051451	5170	3.052429	5207	3.050029	5217	3.048459	5159	3.048362	5128	3.047693	5179	3.050887	5129	3.0517	5087	3.051483	5225	3.050048	5195	157685.998488	3.0502553097	51696
142	3.052496	5448	3.04878	5289	3.045802	5502	3.052305	5487	3.048947	5557	3.047785	5462	3.046989	5363	3.045143	5538	3.046802	5534	3.047697	5514	166722.003383	3.0482686105	54694
143	3.045815	5806	3.053326	5757	3.055236	5920	3.049089	5928	3.050365	5758	3.049708	5814	3.043647	5911	3.050822	5962	3.047278	5859	3.044309	5755	178272.998644	3.0489652581	58470
144	3.051619	6238	3.048956	6271	3.047031	6315	3.051112	6026	3.051963	6139	3.05051	6177	3.050407	6269	3.050543	6173	3.049099	6049	3.051045	6171	188589.00717	3.050220081	61828
145	3.046449	6717	3.046755	6395	3.045561	6431	3.050069	6551	3.047843	6375	3.04701	6488	3.047268	6516	3.049674	6442	3.04759	6451	3.046934	6605	198000.001329	3.0475135265	64971
146	3.045803	6921	3.046938	6988	3.053291	6868	3.0482	6888	3.051108	6770	3.046948	6880	3.047716	6895	3.047682	6837	3.047647	6926	3.052029	6900	209975.019771	3.0487276548	68873
147	3.048523	7110	3.053141	7132	3.052545	7270	3.049214	7254	3.054876	7198	3.046441	7278	3.044167	7132	3.047414	7213	3.049564	7344	3.044511	7369	220444.991495	3.0490316943	72300
148	3.049646	7634	3.051834	7659	3.051776	7629	3.049544	7791	3.042842	7796	3.049691	7768	3.051292	7584	3.049947	7588	3.048525	7728	3.045413	7685	234354.982967	3.0490357129	76862
149	3.045527	8149	3.054484	8039	3.048184	8343	3.047725	8109	3.047347	8047	3.049988	8102	3.048281	8202	3.04697	8069	3.052165	8128	3.04389	8020	247558.998233	3.0484557954	81208
150	3.047956	8633	3.049373	8608	3.049281	8482	3.044774	8554	3.050719	8419	3.049631	8543	3.046842	8582	3.047036	8334	3.051457	8512	3.047388	8652	260090.005092	3.0484417901	85319
151	3.047972	8901	3.050489	8992	3.048405	9152	3.051093	8964	3.046522	9028	3.048566	8854	3.051637	9102	3.05022	9100	3.049074	9068	3.048092	9066	275121.00713	3.0492092958	90227
152	3.044535	9588	3.047649	9423	3.048115	9498	3.049388	9557	3.045976	9505	3.044962	9497	3.050658	9653	3.048299	9317	3.048362	9615	3.048677	9409	289717.007467	3.0476637086	95062
153	3.053356	9952	3.045915	10062	3.049105	9836	3.043274	9983	3.04607	10050	3.048463	9925	3.046261	9922	3.052147	9991	3.048177	9901	3.048828	9810	303084.001015	3.0481535222	99432
154	3.051926	10592	3.048936	10483	3.051652	10474	3.048291	10416	3.048278	10336	3.046146	10445	3.048132	10492	3.050183	10362	3.049215	10383	3.050228	10313	318029.992661	3.0493019163	104296
155	3.047132	10948	3.05069	11008	3.050766	11031	3.04753	10709	3.049282	10998	3.046895	11046	3.045017	10907	3.047963	10925	3.047992	10981	3.046109	10909	333634.000205	3.0479435805	109462
156	3.051602	11550	3.048275	11683	3.048175	11396	3.046389	11382	3.051088	11490	3.049397	11600	3.048723	11514	3.048732	11594	3.051217	11344	3.051448	11468	350757.014885	3.049504133	115021
157	3.04621	12032	3.050996	12099	3.045	12111	3.048087	11999	3.049314	12167	3.049154	12288	3.045931	12018	3.045934	12126	3.052103	12149	3.046388	12072	368983.987752	3.0479178906	121061
158	3.047706	12556	3.045994	12719	3.049527	12478	3.044438	12827	3.04911	12584	3.047067	12599	3.050341	12614	3.048327	12643	3.050111	12592	3.052566	12860	385551.991834	3.0485166032	126472
159	3.04758	13409	3.046398	13255	3.047955	13325	3.051452	13158	3.046788	13230	3.050079	13359	3.044688	13404	3.047814	13197	3.051437	13434	3.048891	13254	405501.027384	3.0483069151	133025
160	3.045824	13901	3.049397	14090	3.049635	13821	3.046574	13849	3.049649	13978	3.047741	14013	3.049029	14155	3.048661	13851	3.050169	13913	3.046429	13806	424865.009247	3.0483150681	139377
161	3.047242	14267	3.048402	14545	3.048317	14591	3.047783	14566	3.046478	14394	3.04939	14416	3.051001	14490	3.048875	14404	3.048442	14409	3.048844	14311	440179.027053	3.0484789917	144393
162	3.05109	15052	3.050679	15312	3.049142	15262	3.049178	15149	3.047056	15131	3.047952	15161	3.049165	15031	3.044704	15010	3.049813	14936	3.049352	15278	461353.023841	3.0488165887	151322
163	3.046885	15954	3.053146	15862	3.0467	16017	3.048225	15884	3.052715	15802	3.048726	15782	3.04745	15764	3.048758	15977	3.048252	15875	3.04668	16131	484897.00505	3.0487463222	159048
164	3.048656	16524	3.050472	16405	3.0508	16378	3.049047	16535	3.04765	16705	3.047335	16605	3.049371	16467	3.04679	16713	3.04735	16790	3.047889	16434	504701.978227	3.048527255	165556
165	3.049143	17154	3.049058	17143	3.046674	17290	3.048803	17253	3.047508	17176	3.048533	17452	3.04517	17113	3.047734	17325	3.046764	17214	3.048161	17047	524722.969082	3.0477557783	172167
166	3.047667	17916	3.04634	17868	3.04836	17928	3.04629	18017	3.046194	18011	3.049075	17891	3.047984	17985	3.046248	17817	3.049143	18090	3.046412	17991	547045.999079	3.0473723447	179514
167	3.050162	18779	3.049473	18778	3.047085	18711	3.052391	18629	3.046348	18987	3.048742	18403	3.047363	18960	3.049037	18537	3.047614	18818	3.048941	18696	571017.006605	3.0487085105	187298
168	3.047624	19528	3.046197	19655	3.050493	19468	3.048175	19616	3.046339	19832	3.048208	19395	3.044552	19438	3.04479	19357	3.048132	19384	3.047039	19622	595093.982991	3.0471542179	195295
169	3.04617	20403	3.047114	20270	3.04726	20440	3.050868	20052	3.048162	20161	3.044656	20087	3.049061	20138	3.048811	20303	3.048082	20361	3.0476	20189	616882.000133	3.0477757363	202404
170	3.049834	21070	3.04722	21368	3.047941	20859	3.046101	21019	3.047785	20969	3.045142	21200	3.050436	21116	3.047644	21115	3.046328	20916	3.048697	21151	642406.007974	3.0477126143	210783
171	3.048124	21964	3.048092	22062	3.044494	21868	3.045594	22152	3.048958	21794	3.047487	21943	3.046507	21631	3.04853	21904	3.04735	21753	3.047224	22044	667694.996656	3.0472354547	219115
172	3.047904	22733	3.046353	22523	3.051375	22793	3.050385	22467	3.046947	22664	3.048389	22877	3.049055	22852	3.049543	22869	3.048388	22671	3.0483	22878	693044.017857	3.0486656572	227327
173	3.047691	23967	3.046675	23717	3.047509	23764	3.046735	23580	3.047875	23791	3.047025	23477	3.047088	23594	3.047591	23765	3.045044	23488	3.048361	23428	720870.005765	3.0471613417	236571
174	3.048444	24544	3.048247	24416	3.046701	24132	3.045015	24725	3.048079	24626	3.048019	24553	3.047602	24579	3.047945	24424	3.04678	24391	3.046394	24486	746216.029358	3.0473220298	244876
175	3.049466	25209	3.048353	25417	3.048125	25683	3.047585	25407	3.047899	25554	3.048232	25543	3.048077	25771	3.048641	25431	3.047373	25542	3.048646	25408	777193.944459	3.0482377756	254965
176	3.048065	26402	3.05022	26364	3.048485	26276	3.045999	26283	3.046611	26217	3.049128	26482	3.046179	26484	3.047563	26260	3.047725	26443	3.04636	26445	803526.995461	3.0476340211	263656
177	3.046248	27201	3.049314	26909	3.048898	27220	3.047626	27023	3.04684	27626	3.049391	27171	3.051071	27393	3.049482	27121	3.047832	27053	3.051003	27273	829234.981073	3.0487701058	271990
178	3.048501	27855	3.049236	28191	3.046065	28134	3.04699	28240	3.047028	28366	3.048865	27893	3.049291	28220	3.04789	28336	3.048375	28176	3.048134	28026	857830.005978	3.0480356384	281437
179	3.047468	29304	3.047789	29170	3.047241	29064	3.045192	29209	3.04715	29056	3.048444	29250	3.046287	29036	3.047738	29306	3.047752	29088	3.045304	29026	888239.013594	3.0470380455	291509
180	3.048375	29850	3.045974	30082	3.048581	30341	3.047087	30136	3.046302	29869	3.048978	29850	3.046475	30081	3.047188	30283	3.049135	30447	3.049657	30046	917334.997555	3.0477764591	300985
181	3.04637	30990	3.049043	31238	3.04666	31140	3.046898	31089	3.048371	31217	3.049928	31365	3.045668	31247	3.046388	30978	3.048563	31135	3.045393	31216	949593.997436	3.0473308327	311615
182	3.047297	32222	3.046807	32025	3.047734	32220	3.046455	32031	3.045515	31770	3.045469	31978	3.047594	32084	3.048342	31877	3.045792	32102	3.045496	31959	975745.032204	3.0466516549	320268
